segment_id,COMET,chrF++,BLEU
0,0.9463028311729431,61.131879712637726,61.47881529512643
1,0.8335911631584167,51.386422570636526,11.451997463067551
2,0.7729573845863342,51.29240297243567,35.121296399873835
3,0.8066489100456238,52.9940809554152,26.853152738733314
4,0.8074951171875,53.867937390896344,28.849529030541166
5,0.9465100169181824,90.72886155532217,83.18180062062373
6,0.7296908497810364,34.67476287015887,4.932351569489709
7,0.7976313233375549,54.08130470495745,19.8600893742332
8,0.8230740427970886,58.476385788192445,28.582729868560502
9,0.8393692374229431,51.85810875163109,21.660238943879047
10,0.8986247181892395,76.52455563772259,69.4447624231479
11,0.8957083821296692,41.68953995393928,11.737849637633069
12,0.9145453572273254,61.06676343203078,29.54986362515527
13,0.9031737446784973,68.34871169750272,35.74792479369811
14,0.864994466304779,65.5805506196237,39.4659577518464
15,0.8320493102073669,59.809311888305906,32.3653728130707
16,0.842658519744873,57.54954633908081,24.82088504053321
17,0.8857211470603943,62.93393354149776,37.405641835271666
18,0.8057090044021606,58.36369076466069,27.98572207993049
19,0.9572572112083435,74.92425515451832,50.000000000000014
20,0.8864392042160034,72.74444533204166,70.6703819992939
21,0.8451209664344788,72.94416504684845,48.91404429334143
22,0.8829874396324158,77.79841525226942,60.50788433011133
23,0.8591780066490173,61.40351983007527,31.332934982023808
24,0.8154200911521912,60.28676111348435,33.26847054548085
25,0.829038679599762,63.84829214306138,31.941747441527305
26,0.843652069568634,57.49381056688725,18.36028134946796
27,0.8397595882415771,57.54658389498552,23.62700080032879
28,0.8120250105857849,62.20587078929175,25.803975322180747
29,0.8365799784660339,68.52122808438446,49.57613928659283
30,0.8803180456161499,69.22320703343395,42.89806067955391
31,0.8432366847991943,72.86383326157693,61.142950801332745
32,0.8772346377372742,68.01982358333888,49.531760938870036
33,0.8761172294616699,64.12984528391186,45.086632452914685
34,0.878088653087616,62.1697387832592,24.95327953261998
35,0.9010624885559082,70.6068183023892,45.82937631588375
36,0.8520199656486511,59.7757468751219,34.892140878269984
37,0.8462889790534973,83.960835362373,70.48795625378854
38,0.886339008808136,69.55807553756729,42.26582984378044
39,0.7054218649864197,46.407061887598,4.196114906296549
40,0.882418692111969,61.23787958264525,29.01604074786635
41,0.8258795142173767,52.01367898342531,23.820620657164493
42,0.8581506013870239,58.91801507471192,28.430215349891398
43,0.8367668986320496,54.40345716146441,23.07712507814924
44,0.7700514197349548,56.56859358179954,25.092620846140303
45,0.7794007062911987,58.823154860539475,32.06611087231022
46,0.7863483428955078,55.26460074484356,27.0605660432595
47,0.73481684923172,50.436373422366046,12.564898494722543
48,0.8478133082389832,79.36421277047401,49.614757324241964
49,0.8167204260826111,62.162673106176904,43.000508514161915
50,0.7941494584083557,57.346101257263896,25.870253316319836
51,0.855709969997406,62.15044677536062,39.707888984933234
52,0.7915387749671936,57.353777832101706,26.00378947900915
53,0.8606114983558655,66.59098725203712,37.873128235284724
54,0.7736952900886536,59.42348788018342,35.913795348718494
55,0.8307965397834778,59.55503477005324,33.380037529117
56,0.7389496564865112,43.4842201546474,18.12338798987391
57,0.8964242935180664,43.267972923099876,17.725925674502374
58,0.8607651591300964,54.99618230541024,20.80788633858117
59,0.9059247374534607,67.46084598697092,36.00027977686427
60,0.7422524690628052,57.38825228159655,27.18260427730389
61,0.8989524245262146,70.62012802653058,33.04609392288067
62,0.8577783703804016,58.66065662506524,23.80921890964543
63,0.22064363956451416,0.6641231365795894,0.0
64,0.7334893941879272,54.22008978194236,20.837946040159316
65,0.8722602128982544,65.97285981803344,43.06335919129719
66,0.8320237994194031,79.24173741893686,59.694917920196445
67,0.8596483469009399,68.21103119325555,44.50353220268716
68,0.8460367321968079,67.09437363578378,41.706409167698055
69,0.921206533908844,59.32662922720989,45.4343987854747
70,0.8901222348213196,54.39883013761197,25.947507140745756
71,0.9066160917282104,63.967461374106804,38.47425409875501
