segment_id,COMET,chrF++,BLEU,is_bad_source,src_length,length_group_2,length_group_3
0,0.9467042684555054,61.91216367305494,61.47881529512643,True,3,short,short
1,0.9236698746681212,67.70856066065501,38.50322886878713,False,9,short,short
2,0.8543877601623535,71.46658794351544,56.24605982296524,False,29,short,medium
3,0.8664833903312683,59.66903185766997,36.75711484401916,False,66,long,long
4,0.8432514071464539,62.51770367229962,38.04341551422666,False,126,long,long
5,0.9108895063400269,81.3033542000399,55.05017235445961,False,16,short,medium
6,0.8622249960899353,64.01667771651292,36.846158142668806,False,9,short,short
7,0.824551522731781,74.7868580548445,50.005868876708185,False,107,long,long
8,0.8075067400932312,59.86860535520792,25.719130654825683,False,88,long,long
9,0.898379385471344,69.2171121673199,39.67085987387727,False,77,long,long
10,0.9005182981491089,82.26159218628398,64.09923456307281,False,28,short,medium
11,0.9489006400108336,46.20680240772425,8.745825313180632,False,6,short,short
12,0.8970693945884705,40.976089282526694,9.55637559084288,False,31,short,medium
13,0.9339463114738464,76.03315313425308,50.559239686863286,False,46,long,long
14,0.8928540349006653,57.765364106893394,33.23588504653874,False,59,long,long
15,0.8475838899612427,59.85659829604258,32.93612682113196,False,88,long,long
16,0.8726263046264648,73.98483643243218,54.63001330670696,False,54,long,long
17,0.9138500690460204,70.03849571196115,48.76979465299534,False,60,long,long
18,0.8598251938819885,63.375761420177554,25.335288600864235,False,64,long,long
19,0.968451201915741,82.43921855974477,59.694917920196445,False,8,short,short
20,0.8211000561714172,46.658914086274464,21.401603033752977,False,9,short,short
21,0.8582430481910706,64.74764666605729,37.62978609666002,False,93,long,long
22,0.8692914247512817,66.42545359582088,36.250188529286,False,79,long,long
23,0.8829344511032104,61.51867390807419,33.933113186665025,False,116,long,long
24,0.8612805008888245,63.05423203578966,33.77471590301251,False,70,long,long
25,0.8500801920890808,62.57467375313392,31.528175867814497,False,124,long,long
26,0.9180544018745422,43.3476169505304,4.016138436407654,False,8,short,short
27,0.8698744177818298,53.54498420851465,23.82147811338507,False,43,long,long
28,0.8881283402442932,60.333073946029984,34.873960796164674,False,43,long,long
29,0.8532538414001465,64.5275936684337,37.049525018737945,False,38,long,long
30,0.8924840688705444,59.23142266610484,28.01422882782146,False,43,long,long
31,0.8565519452095032,66.46146456411745,38.74657808655056,False,75,long,long
32,0.8819382190704346,61.95205698910357,35.4966217508481,False,53,long,long
33,0.8978890180587769,76.77869045420708,47.03615510831167,False,53,long,long
34,0.8909976482391357,59.277730032917354,31.105961734209245,False,48,long,long
35,0.9001051783561707,55.595938088973185,17.813864158335733,False,48,long,long
36,0.9087359309196472,65.63072669856605,30.336179277817457,False,51,long,long
37,0.8484919667243958,63.70197229335724,34.359285437487024,False,50,long,long
38,0.8904646039009094,65.92740415260303,29.22242627621718,False,52,long,long
39,0.7986353635787964,65.00393243966586,22.811360354329615,False,10,short,short
40,0.879418671131134,56.34923253001228,23.43455838584878,False,73,long,long
41,0.8777340054512024,55.29514023330593,23.462875814699665,False,152,long,long
42,0.8765237927436829,62.016712720752786,37.16849814609388,False,96,long,long
43,0.8974360823631287,78.72196629400159,52.025568808075846,False,8,short,short
