segment_id,COMET,chrF++,BLEU
0,0.9303004145622253,56.17044072344443,53.29462628216855
1,0.6358881592750549,31.332377649115017,6.567274736060396
2,0.5943306684494019,34.04970767282938,13.509087348295797
3,0.5718579292297363,33.53250036207239,4.504509465226776
4,0.47811761498451233,11.976598927702556,0.35962561932491044
5,0.8059640526771545,49.28487083141513,27.46997742001637
6,0.7097700834274292,27.11546703350284,6.770186228657867
7,0.353314071893692,13.21110167215475,0.37783059668171937
8,0.5316806435585022,24.572924251275218,1.5705052984933678
9,0.6327171325683594,21.082451872204256,0.9165060069603316
10,0.5739070773124695,36.527088914532946,23.107890224470243
11,0.8132482171058655,36.21096568167697,17.491650626361256
12,0.6461247801780701,32.56686455002325,6.773638670879234
13,0.7088626027107239,28.967845016239508,1.3339264902154053
14,0.4954928457736969,18.662687317556966,0.819236978816865
15,0.5799626111984253,21.5110233070121,2.3895359732254167
16,0.5073860883712769,26.834819567741114,1.8454641423518685
17,0.37536177039146423,19.850042765270288,2.8332664085969554
18,0.5492561459541321,29.503091329398483,4.39849083865009
19,0.6779527068138123,32.42524946222783,7.267884212102741
20,0.5789706110954285,30.364777322650028,8.392229812593097
21,0.4480350911617279,17.90362668142299,1.573872620855592
22,0.3223235309123993,10.326229765297056,0.70027739171007
23,0.2812204957008362,10.333044112896966,0.462283155091286
24,0.2832803428173065,9.240196678099053,0.0
25,0.37139350175857544,15.248339840780472,0.7455800963238957
26,0.44211116433143616,10.701601165998923,2.0315766105349127
27,0.4933808147907257,16.153387359536516,0.6720812466162326
28,0.45891520380973816,22.04134670841466,1.211033800737062
29,0.5723345875740051,33.85763890256312,5.52436060516927
30,0.5107625126838684,25.121917417651424,2.3127959332599595
31,0.33316588401794434,14.72816157180237,1.3251882433194373
32,0.24207237362861633,9.73225844843878,1.045953676514853
33,0.5771632790565491,28.392072944941937,2.5519240336522517
34,0.5911195874214172,27.582999315508218,2.579124920342433
35,0.5959604382514954,21.942443783701968,2.425593413314967
36,0.434084951877594,19.573590207878507,1.0103588033775688
37,0.48955681920051575,19.42335126135761,2.024329397483802
38,0.48992881178855896,18.405361657208964,1.022951633574269
39,0.5216493606567383,28.664663286217166,5.934202609760488
40,0.2869836688041687,13.730105132317643,0.3763494460076015
41,0.46215417981147766,16.33810460733978,1.2591851129517648
42,0.4966125786304474,16.445350901729068,0.395638282674102
43,0.4856848418712616,22.49901303060991,3.0890553181566975
44,0.36728018522262573,21.21944213340691,3.5479642786530112
45,0.4778592586517334,24.844856185344316,3.4813844645916694
46,0.2837119698524475,8.556834061553136,0.42909712236698117
47,0.5511561036109924,18.28776627942328,0.8387248609661192
48,0.5292041301727295,28.596371177253477,3.3521699515694836
49,0.5738833546638489,31.59367250288843,7.039372171487217
50,0.5098353028297424,29.375331324429883,1.5126073190876959
51,0.5495067238807678,24.70809835233429,2.4905777339875574
52,0.47216662764549255,17.74655697690945,0.7579449085538089
53,0.49609342217445374,23.78698321571551,5.4709965496869915
54,0.27838134765625,16.374530443531487,1.682407326587287
55,0.49772974848747253,19.88092479872575,1.2514969497382753
56,0.5643097758293152,16.574477333492055,1.0268160753681452
57,0.5063599944114685,12.92151329959256,0.0
58,0.4254938066005707,18.685686874254444,1.4103127046422026
59,0.5301057696342468,23.65088018143498,3.5410607693940137
60,0.5663400888442993,26.308851623997704,1.958389695778935
61,0.5896504521369934,24.080759705011978,2.7953311172878994
62,0.44567131996154785,14.119351143391368,0.5099262937420584
63,0.5669997930526733,24.57104730216931,1.2312568954812584
64,0.6606775522232056,27.12619341203983,4.885390308909425
65,0.44523224234580994,22.84017382426699,2.1713375018157475
66,0.5904654860496521,19.718070100008838,4.069582841180383
67,0.5792195200920105,29.328945033117698,2.3150760452861334
68,0.4392886757850647,19.648022000898425,0.7395751337164523
69,0.5281380414962769,29.929858957039222,7.859438681510603
70,0.49396151304244995,23.149090739805782,3.7644257151903666
