segment_id,COMET,chrF++,BLEU,is_bad_source,src_length,length_group_2,length_group_3
0,0.9467042684555054,61.91216367305494,61.47881529512643,True,3,short,short
1,0.8912781476974487,62.58751140613518,23.505204106959592,False,9,short,short
2,0.8386658430099487,59.828201175517414,42.90425572763318,False,29,short,medium
3,0.8729618191719055,64.52330619006041,45.37733841972487,False,66,long,long
4,0.8429214358329773,67.41174178747895,47.26601535298155,False,126,long,long
5,0.9174166917800904,78.16790619204076,46.06333097245818,False,16,short,medium
6,0.8382927775382996,63.35014519367349,36.846158142668806,False,9,short,short
7,0.800498902797699,72.0473178292844,52.86610377537996,False,107,long,long
8,0.827434778213501,59.187739661363906,27.432784527653748,False,88,long,long
9,0.8964375853538513,69.34859961890334,39.67085987387727,False,77,long,long
10,0.9037293791770936,82.33073008972117,64.09923456307281,False,28,short,medium
11,0.9416571855545044,45.24776179483939,8.745825313180632,False,6,short,short
12,0.8992955088615417,46.16843986538469,14.017797197844535,False,31,short,medium
13,0.935013711452484,75.79769833000543,52.15500453373286,False,46,long,long
14,0.869163990020752,56.44592574507504,24.585650669303288,False,59,long,long
15,0.8450866341590881,61.2978706299282,34.96416220360832,False,88,long,long
16,0.8816913366317749,71.66849650185387,54.950563522509576,False,54,long,long
17,0.9020466804504396,65.4980512734594,41.647302549342896,False,60,long,long
18,0.7911337614059448,59.186970504818134,30.580065643676352,False,64,long,long
19,0.968451201915741,82.43921855974477,59.694917920196445,False,8,short,short
20,0.8211000561714172,46.658914086274464,21.401603033752977,False,9,short,short
21,0.8507692217826843,66.9384514911299,42.18714248304335,False,93,long,long
22,0.8802894949913025,65.27112791527428,35.8665346571601,False,79,long,long
23,0.8806187510490417,62.439529805987306,35.18763823481655,False,116,long,long
24,0.8603888750076294,59.61027875649759,31.534715398181465,False,70,long,long
25,0.863551676273346,62.40582242553886,33.439944247143885,False,124,long,long
26,0.926088273525238,47.804377434091286,4.6192151051305474,False,8,short,short
27,0.8638351559638977,56.450003202137175,24.09683061844592,False,43,long,long
28,0.8786531090736389,61.82609344220998,31.835559896024535,False,43,long,long
29,0.8646760582923889,67.3620233968199,36.24080229942473,False,38,long,long
30,0.8999961614608765,72.0616974121684,53.099318702253925,False,43,long,long
31,0.8405627608299255,65.9867395518269,34.017687296011836,False,75,long,long
32,0.8872160911560059,65.85446859104891,41.6261038715287,False,53,long,long
33,0.8901376128196716,71.5578387420636,44.22567071987562,False,53,long,long
34,0.8837369680404663,60.89011860008513,32.981225952772206,False,48,long,long
35,0.8968749642372131,63.094935292259954,31.233980471989383,False,48,long,long
36,0.8885677456855774,64.78512949718093,35.28191273970001,False,51,long,long
37,0.8684185147285461,67.32645517128121,40.752441327224574,False,50,long,long
38,0.8909347057342529,66.16776310462078,30.017775958889427,False,52,long,long
39,0.802017867565155,64.7427433109431,22.811360354329615,False,10,short,short
40,0.8822649121284485,59.23574058886973,26.054561471985625,False,73,long,long
41,0.8667856454849243,57.35403958049755,29.656528163866195,False,152,long,long
42,0.8441293835639954,63.55868511973918,41.65710412606579,False,96,long,long
43,0.8810507655143738,73.6480248500669,49.132705481444226,False,8,short,short
44,0.8197745680809021,54.47881536396485,12.074756914814069,False,42,long,long
45,0.8549221754074097,68.9951330168225,42.365727476223256,False,59,long,long
46,0.8483792543411255,64.59420684768843,40.14358559656579,False,78,long,long
47,0.8357142210006714,58.2364251395696,35.91218175859991,False,72,long,long
48,0.8361452221870422,74.96977687839785,52.46129498175096,False,37,long,medium
49,0.8243514895439148,50.67043853547656,15.050585906075948,False,43,long,long
50,0.8937530517578125,72.38867227466983,44.74803643911432,False,37,long,medium
51,0.8693189024925232,59.34122485209702,28.62921523360133,False,67,long,long
52,0.832196831703186,67.52912742589353,41.98750856725101,False,73,long,long
53,0.8418854475021362,59.06301613196685,29.52988347787107,False,56,long,long
54,0.8209747672080994,56.05323395529979,28.809121155172708,False,49,long,long
55,0.8221315741539001,48.82145484880995,13.401925230321178,False,80,long,long
56,0.8054583072662354,56.39483354428791,23.868607088572567,False,59,long,long
57,0.9171514511108398,63.75412576756085,21.77100982214463,False,10,short,short
58,0.8456611633300781,55.77962357725448,24.23403824574474,False,32,short,medium
59,0.9318753480911256,71.32435254644712,56.1941508851461,False,29,short,medium
60,0.8801412582397461,58.797850640296225,29.27947440216722,False,48,long,long
61,0.9293156862258912,80.70144549481442,57.57505264632235,False,29,short,medium
62,0.8575240969657898,61.80286877437238,35.093569895972365,False,73,long,long
63,0.8372097611427307,63.27541836923148,36.867658045621184,False,49,long,long
64,0.8291696310043335,56.79517192354662,19.886738750349675,False,35,long,medium
65,0.8983846306800842,66.37157675250545,38.85932387695011,False,71,long,long
66,0.8775590658187866,45.6116185423051,11.208466750961149,False,7,short,short
67,0.8669989705085754,64.14669071621823,35.84383126306646,False,40,long,long
68,0.8354434967041016,70.00188720246753,50.95363594290619,False,70,long,long
69,0.9521644711494446,73.69084096051459,45.307778036928106,False,16,short,medium
70,0.9354446530342102,53.48253785406085,14.59522521830732,False,15,short,medium
